Date,Close
2002-10-30,890.710022
2002-10-31,885.76001
2002-11-01,900.960022
2002-11-04,908.349976
2002-11-05,915.390015
2002-11-07,902.650024
2002-11-08,894.73999
2002-11-11,876.190002
2002-11-12,882.950012
2002-11-14,904.27002
2002-11-18,900.359985
2002-11-20,914.150024
2002-11-22,930.5499880000001
2002-11-25,932.869995
2002-11-26,913.309998
2002-11-27,938.869995
2002-12-03,920.75
2002-12-04,917.580017
2002-12-05,906.5499880000001
2002-12-06,912.22998
2002-12-09,892.0
2002-12-11,904.960022
2002-12-12,901.580017
2002-12-17,902.98999
2002-12-24,892.469971
2002-12-30,879.390015
2003-01-14,931.6599730000002
2003-01-15,918.219971
2003-01-16,914.5999759999999
2003-01-17,901.7800289999999
2003-01-21,887.619995
2003-01-22,878.359985
2003-01-24,861.400024
2003-01-27,847.47998
2003-01-28,858.5399780000001
2003-01-31,855.700012
2003-02-03,860.320007
2003-02-04,848.200012
2003-02-05,843.590027
2003-02-06,838.150024
2003-02-07,829.6900019999999
2003-02-10,835.969971
2003-02-12,818.6799930000001
2003-02-13,817.369995
2003-02-14,834.890015
2003-02-18,851.169983
2003-02-20,837.0999759999999
2003-02-21,848.1699830000001
2003-02-24,832.5800169999999
2003-02-27,837.280029
2003-02-28,841.150024
2003-03-03,834.8099979999998
2003-03-04,821.98999
2003-03-05,829.849976
2003-03-06,822.099976
2003-03-07,828.890015
2003-03-10,807.47998
2003-03-11,800.72998
2003-03-12,804.190002
2003-03-13,831.900024
2003-03-21,895.789978
2003-03-25,874.73999
2003-03-27,868.52002
2003-03-31,848.179993
2003-04-02,880.900024
2003-04-03,876.4500119999999
2003-04-04,878.849976
2003-04-07,879.929993
2003-04-09,865.98999
2003-04-10,871.580017
2003-04-15,890.809998
2003-04-16,879.909973
2003-04-17,893.5800169999999
2003-04-23,919.02002
2003-04-24,911.429993
2003-04-25,898.809998
2003-04-28,914.840027
2003-04-29,917.840027
2003-04-30,916.9199830000001
2003-05-01,916.2999880000001
2003-05-02,930.080017
2003-05-05,926.549988
2003-05-06,934.390015
2003-05-08,920.27002
2003-05-09,933.4099730000002
2003-05-12,945.109985
2003-05-13,942.299988
2003-05-14,939.280029
2003-05-15,946.669983
2003-05-16,944.299988
2003-05-19,920.77002
2003-05-21,923.419983
2003-05-22,931.869995
2003-05-23,933.219971
2003-05-27,951.4799799999998
2003-05-30,963.590027
2003-06-02,967.0
2003-06-03,971.5599980000001
2003-06-04,986.23999
2003-06-06,987.76001
2003-06-09,975.929993
2003-06-10,984.8400269999998
2003-06-11,997.47998
2003-06-12,998.51001
2003-06-13,988.609985
2003-06-16,1010.73999
2003-06-20,995.690002
2003-06-23,981.640015
2003-06-24,983.450012
2003-06-27,976.219971
2003-06-30,974.5
2003-07-01,982.320007
2003-07-02,993.75
2003-07-08,1007.840027
2003-07-09,1002.210022
2003-07-10,988.700012
2003-07-14,1003.859985
2003-07-15,1000.419983
2003-07-16,994.0900269999998
2003-07-18,993.320007
2003-07-21,978.799988
2003-07-22,988.109985
2003-07-23,988.609985
2003-07-24,981.5999759999997
2003-07-25,998.679993
2003-07-28,996.52002
2003-07-29,989.2800289999999
2003-07-31,990.309998
2003-08-01,980.150024
2003-08-04,982.820007
2003-08-05,965.4600219999999
2003-08-07,974.119995
2003-08-08,977.590027
2003-08-11,980.5900269999998
2003-08-12,990.349976
2003-08-13,984.030029
2003-08-14,990.51001
2003-08-20,1000.299988
2003-08-21,1003.27002
2003-08-22,993.059998
2003-08-25,993.7100219999999
2003-08-26,996.72998
2003-08-27,996.789978
2003-08-29,1008.01001
2003-09-02,1021.98999
2003-09-03,1026.27002
2003-09-04,1027.9699710000002
2003-09-05,1021.390015
2003-09-08,1031.640015
2003-09-09,1023.169983
2003-09-10,1010.9199830000001
2003-09-12,1018.630005
2003-09-15,1014.809998
2003-09-17,1025.969971
2003-09-18,1039.579956
2003-09-19,1036.300049
2003-09-22,1022.820007
2003-09-23,1029.030029
2003-09-24,1009.380005
2003-09-25,1003.27002
2003-09-26,996.849976
2003-09-29,1006.580017
2003-10-01,1018.219971
2003-10-02,1020.23999
2003-10-03,1029.849976
2003-10-06,1034.349976
2003-10-07,1039.25
2003-10-08,1033.780029
2003-10-09,1038.72998
2003-10-10,1038.060059
2003-10-13,1045.349976
2003-10-14,1049.47998
2003-10-15,1046.76001
2003-10-16,1050.069946
2003-10-17,1039.319946
2003-10-20,1044.6800540000002
2003-10-21,1046.030029
2003-10-22,1030.359985
2003-10-23,1033.77002
2003-10-24,1028.9100340000002
2003-10-27,1031.130005
2003-10-28,1046.790039
2003-10-30,1046.9399410000003
2003-11-03,1059.02002
2003-11-04,1053.25
2003-11-05,1051.810059
2003-11-06,1058.050049
2003-11-07,1053.209961
2003-11-10,1047.109985
2003-11-12,1058.530029
2003-11-13,1058.410034
2003-11-14,1050.349976
2003-11-17,1043.630005
2003-11-19,1042.439941
2003-11-20,1033.650024
2003-11-21,1035.280029
2003-11-24,1052.0799559999998
2003-11-25,1053.890015
2003-11-26,1058.449951
2003-11-28,1058.199951
2003-12-01,1070.119995
2003-12-02,1066.619995
2003-12-03,1064.72998
2003-12-04,1069.719971
2003-12-05,1061.5
2003-12-09,1060.180054
2003-12-10,1059.050049
2003-12-15,1068.040039
2003-12-16,1075.130005
2003-12-17,1076.47998
2003-12-22,1092.939941
2003-12-23,1096.02002
2003-12-24,1094.040039
2003-12-29,1109.47998
2004-01-05,1122.2199710000002
2004-01-07,1126.329956
2004-01-08,1131.920044
2004-01-09,1121.859985
2004-01-13,1121.219971
2004-01-14,1130.52002
2004-01-16,1139.829956
2004-01-20,1138.77002
2004-01-21,1147.619995
2004-01-22,1143.939941
2004-01-23,1141.550049
2004-01-26,1155.369995
2004-01-27,1144.050049
2004-01-28,1128.47998
2004-01-29,1134.109985
2004-01-30,1131.130005
2004-02-02,1135.26001
2004-02-04,1126.52002
2004-02-05,1128.589966
2004-02-06,1142.76001
2004-02-10,1145.540039
2004-02-12,1152.109985
2004-02-13,1145.810059
2004-02-18,1151.819946
2004-02-19,1147.060059
2004-02-20,1144.109985
2004-02-23,1140.98999
2004-02-24,1139.089966
2004-02-25,1143.670044
2004-02-26,1144.910034
2004-03-01,1155.969971
2004-03-02,1149.099976
2004-03-03,1151.030029
2004-03-05,1156.859985
2004-03-08,1147.199951
2004-03-09,1140.579956
2004-03-11,1106.780029
2004-03-12,1120.569946
2004-03-15,1104.48999
2004-03-16,1110.6999510000003
2004-03-17,1123.75
2004-03-18,1122.319946
2004-03-19,1109.780029
2004-03-22,1095.400024
2004-03-23,1093.949951
2004-03-24,1091.329956
2004-03-26,1108.060059
2004-03-29,1122.469971
2004-03-30,1127.0
2004-03-31,1126.209961
2004-04-01,1132.170044
2004-04-05,1150.569946
2004-04-06,1148.160034
2004-04-07,1140.530029
2004-04-08,1139.319946
2004-04-12,1145.199951
2004-04-13,1129.439941
2004-04-14,1128.170044
2004-04-15,1128.839966
2004-04-20,1118.150024
2004-04-22,1139.930054
2004-04-26,1135.530029
2004-04-28,1122.410034
2004-04-29,1113.890015
2004-04-30,1107.300049
2004-05-03,1117.48999
2004-05-05,1121.530029
2004-05-06,1113.98999
2004-05-07,1098.699951
2004-05-11,1095.449951
2004-05-12,1097.280029
2004-05-13,1096.439941
2004-05-14,1095.699951
2004-05-17,1084.099976
2004-05-18,1091.48999
2004-05-19,1088.680054
2004-05-20,1089.189941
2004-05-24,1095.410034
2004-05-25,1113.050049
2004-05-26,1114.939941
2004-05-27,1121.280029
2004-05-28,1120.680054
2004-06-01,1121.199951
2004-06-02,1124.98999
2004-06-03,1116.6400150000002
2004-06-04,1122.5
2004-06-07,1140.420044
2004-06-08,1142.180054
2004-06-09,1131.329956
2004-06-10,1136.469971
2004-06-14,1125.2900389999998
2004-06-18,1135.02002
2004-06-21,1130.300049
2004-06-22,1134.410034
2004-06-24,1140.650024
2004-06-25,1134.430054
2004-06-28,1133.349976
2004-06-30,1140.839966
2004-07-01,1128.939941
2004-07-02,1125.380005
2004-07-06,1116.209961
2004-07-07,1118.329956
2004-07-09,1112.810059
2004-07-12,1114.349976
2004-07-14,1111.469971
2004-07-15,1106.689941
2004-07-16,1101.390015
2004-07-19,1100.900024
2004-07-20,1108.670044
2004-07-21,1093.8800049999998
2004-07-22,1096.839966
2004-07-23,1086.199951
2004-07-26,1084.069946
2004-07-27,1094.829956
2004-07-28,1095.420044
2004-07-29,1100.430054
2004-08-02,1106.619995
2004-08-03,1099.689941
2004-08-04,1098.630005
2004-08-05,1080.699951
2004-08-06,1063.969971
2004-08-09,1065.219971
2004-08-10,1079.040039
2004-08-11,1075.790039
2004-08-12,1063.22998
2004-08-13,1064.800049
2004-08-16,1079.339966
2004-08-18,1095.170044
2004-08-19,1091.22998
2004-08-20,1098.349976
2004-08-23,1095.680054
2004-08-24,1096.189941
2004-08-25,1104.959961
2004-08-26,1105.089966
2004-08-27,1107.77002
2004-08-30,1099.150024
2004-08-31,1104.23999
2004-09-01,1105.910034
2004-09-03,1113.630005
